event_date,stock_code,corp_name,event_type,report_nm,prediction_direction,prediction_result,market_adjusted_result,market_group,market_source_type,market_proxy_name,next_close_return,market_next_close_return,market_adjusted_next_close_return,market_adjusted_score_adjustment,market_adjusted_adjustment_label,market_adjusted_adjustment_reason
1970-01-01,175250,아이큐어,major_shareholder_change,기타시장안내(최대주주의의무보유관련)              ,volatile,failure,market_data_missing,KOSDAQ,,,0.0,,,0,neutral_adjustment,"Market-adjusted result is `market_data_missing`. Stock return was 0.00%, market return was N/A, and market-adjusted return was N/A. Score adjustment is 0. No score change is applied because market data is missing."
1970-01-01,175250,아이큐어,major_shareholder_change,기타시장안내(최대주주의의무보유관련)              ,volatile,failure,market_data_missing,KOSDAQ,,,0.0,,,0,neutral_adjustment,"Market-adjusted result is `market_data_missing`. Stock return was 0.00%, market return was N/A, and market-adjusted return was N/A. Score adjustment is 0. No score change is applied because market data is missing."
1970-01-01,175250,아이큐어,major_shareholder_change,기타시장안내(최대주주의의무보유관련)              ,volatile,failure,market_data_missing,KOSDAQ,,,0.0,,,0,neutral_adjustment,"Market-adjusted result is `market_data_missing`. Stock return was 0.00%, market return was N/A, and market-adjusted return was N/A. Score adjustment is 0. No score change is applied because market data is missing."
1970-01-01,175250,아이큐어,major_shareholder_change,기타시장안내(최대주주의의무보유관련)              ,volatile,failure,market_data_missing,KOSDAQ,,,0.0,,,0,neutral_adjustment,"Market-adjusted result is `market_data_missing`. Stock return was 0.00%, market return was N/A, and market-adjusted return was N/A. Score adjustment is 0. No score change is applied because market data is missing."
1970-01-01,175250,아이큐어,major_shareholder_change,기타시장안내(최대주주의의무보유관련)              ,volatile,failure,market_data_missing,KOSDAQ,,,0.0,,,0,neutral_adjustment,"Market-adjusted result is `market_data_missing`. Stock return was 0.00%, market return was N/A, and market-adjusted return was N/A. Score adjustment is 0. No score change is applied because market data is missing."
1970-01-01,175250,아이큐어,major_shareholder_change,기타시장안내(최대주주의의무보유관련)              ,volatile,failure,market_data_missing,KOSDAQ,,,0.0,,,0,neutral_adjustment,"Market-adjusted result is `market_data_missing`. Stock return was 0.00%, market return was N/A, and market-adjusted return was N/A. Score adjustment is 0. No score change is applied because market data is missing."
1970-01-01,175250,아이큐어,major_shareholder_change,기타시장안내(최대주주의의무보유관련)              ,volatile,failure,market_data_missing,KOSDAQ,,,0.0,,,0,neutral_adjustment,"Market-adjusted result is `market_data_missing`. Stock return was 0.00%, market return was N/A, and market-adjusted return was N/A. Score adjustment is 0. No score change is applied because market data is missing."
1970-01-01,175250,아이큐어,major_shareholder_change,기타시장안내(최대주주의의무보유관련)              ,volatile,failure,market_data_missing,KOSDAQ,,,0.0,,,0,neutral_adjustment,"Market-adjusted result is `market_data_missing`. Stock return was 0.00%, market return was N/A, and market-adjusted return was N/A. Score adjustment is 0. No score change is applied because market data is missing."
1970-01-01,175250,아이큐어,major_shareholder_change,기타시장안내(최대주주의의무보유관련)              ,volatile,failure,market_data_missing,KOSDAQ,,,0.0,,,0,neutral_adjustment,"Market-adjusted result is `market_data_missing`. Stock return was 0.00%, market return was N/A, and market-adjusted return was N/A. Score adjustment is 0. No score change is applied because market data is missing."
1970-01-01,175250,아이큐어,major_shareholder_change,기타시장안내(최대주주의의무보유관련)              ,volatile,failure,market_data_missing,KOSDAQ,,,0.0,,,0,neutral_adjustment,"Market-adjusted result is `market_data_missing`. Stock return was 0.00%, market return was N/A, and market-adjusted return was N/A. Score adjustment is 0. No score change is applied because market data is missing."
1970-01-01,175250,아이큐어,major_shareholder_change,기타시장안내(최대주주의의무보유관련)              ,volatile,failure,market_data_missing,KOSDAQ,,,0.0,,,0,neutral_adjustment,"Market-adjusted result is `market_data_missing`. Stock return was 0.00%, market return was N/A, and market-adjusted return was N/A. Score adjustment is 0. No score change is applied because market data is missing."
