event_type,total_count,success_count,failure_count,pending_count,evaluated_count,success_rate,failure_rate,pending_rate,raw_learned_adjustment,confidence_multiplier,learned_event_score_adjustment,learning_label,learning_reason,minimum_required_evaluated_count,market_adjusted_success_count,market_adjusted_failure_count,market_adjusted_pending_count,market_adjusted_evaluated_count,market_adjusted_success_rate,social_rows,high_attention_count,rumor_noise_count,risk_noise_count,avg_social_attention_score,avg_rumor_noise_score,avg_risk_noise_score
bond_with_warrant,9,0,0,9,0,0,0,1.0,0,0.0,0.0,hold_insufficient_data,평가 완료 데이터가 부족하여 자동 조정을 보류합니다.,5,0,0,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bonus_issue,3,0,0,3,0,0,0,1.0,0,0.0,0.0,hold_insufficient_data,평가 완료 데이터가 부족하여 자동 조정을 보류합니다.,5,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
convertible_bond,133,0,0,133,0,0,0,1.0,0,0.0,0.0,hold_insufficient_data,평가 완료 데이터가 부족하여 자동 조정을 보류합니다.,5,0,0,123,0,0,1.0,0.0,0.0,1.0,8.5,0.0,3.0
disclosure_violation,32,0,0,32,0,0,0,1.0,0,0.0,0.0,hold_insufficient_data,평가 완료 데이터가 부족하여 자동 조정을 보류합니다.,5,0,0,27,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
earnings_guidance,2,0,0,2,0,0,0,1.0,0,0.0,0.0,hold_insufficient_data,평가 완료 데이터가 부족하여 자동 조정을 보류합니다.,5,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
investment_decision,77,0,0,77,0,0,0,1.0,0,0.0,0.0,hold_insufficient_data,평가 완료 데이터가 부족하여 자동 조정을 보류합니다.,5,0,0,73,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lawsuit,73,0,0,73,0,0,0,1.0,0,0.0,0.0,hold_insufficient_data,평가 완료 데이터가 부족하여 자동 조정을 보류합니다.,5,0,0,70,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
major_shareholder_change,238,0,0,238,0,0,0,1.0,0,0.0,0.0,hold_insufficient_data,평가 완료 데이터가 부족하여 자동 조정을 보류합니다.,5,0,0,233,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
merger,46,0,0,46,0,0,0,1.0,0,0.0,0.0,hold_insufficient_data,평가 완료 데이터가 부족하여 자동 조정을 보류합니다.,5,0,0,46,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paid_in_capital_increase,146,0,0,146,0,0,0,1.0,0,0.0,0.0,hold_insufficient_data,평가 완료 데이터가 부족하여 자동 조정을 보류합니다.,5,0,0,139,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spin_off,8,0,0,8,0,0,0,1.0,0,0.0,0.0,hold_insufficient_data,평가 완료 데이터가 부족하여 자동 조정을 보류합니다.,5,0,0,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
supply_contract,143,0,0,143,0,0,0,1.0,0,0.0,0.0,hold_insufficient_data,평가 완료 데이터가 부족하여 자동 조정을 보류합니다.,5,0,0,134,0,0,5.0,1.0,0.0,2.0,11.1,0.0,1.2
